Timestamp,Machine_ID,Power_Consumption_kW,Machine_Status,Alarm_Code
2024-01-01 00:00:00,Machine_1,159.15,Error,Overheat
2024-01-01 00:00:00,Machine_2,118.21,Running,None
2024-01-01 00:00:00,Machine_3,116.68,Running,Low Pressure
2024-01-01 00:00:00,Machine_4,140.79,Running,None
2024-01-01 00:00:00,Machine_5,192.77,Running,None
2024-01-01 00:00:00,Machine_6,156.38,Running,None
2024-01-01 00:00:00,Machine_7,106.63,Running,None
2024-01-01 00:00:00,Machine_8,176.27,Running,None
2024-01-01 00:00:00,Machine_9,140.61,Idle,None
2024-01-01 00:00:00,Machine_10,107.83,Running,None
2024-01-01 00:15:00,Machine_1,198.26,Running,None
2024-01-01 00:15:00,Machine_2,154.40,Running,Low Pressure
2024-01-01 00:15:00,Machine_3,198.33,Running,None
2024-01-01 00:15:00,Machine_4,117.57,Running,Low Pressure
2024-01-01 00:15:00,Machine_5,100.96,Running,None
2024-01-01 00:15:00,Machine_6,189.96,Running,None
2024-01-01 00:15:00,Machine_7,135.15,Running,None
2024-01-01 00:15:00,Machine_8,168.23,Error,Low Pressure
2024-01-01 00:15:00,Machine_9,122.04,Running,None
2024-01-01 00:15:00,Machine_10,160.93,Error,Overheat
2024-01-01 00:30:00,Machine_1,130.56,Running,None
2024-01-01 00:30:00,Machine_2,162.31,Error,Vibration High
2024-01-01 00:30:00,Machine_3,132.20,Running,None
2024-01-01 00:30:00,Machine_4,100.31,Running,None
2024-01-01 00:30:00,Machine_5,118.33,Running,Overheat
2024-01-01 00:30:00,Machine_6,172.21,Running,None
2024-01-01 00:30:00,Machine_7,174.01,Running,None
2024-01-01 00:30:00,Machine_8,104.36,Running,None
2024-01-01 00:30:00,Machine_9,181.50,Idle,None
2024-01-01 00:30:00,Machine_10,131.02,Running,None
2024-01-01 00:45:00,Machine_1,170.44,Running,None
2024-01-01 00:45:00,Machine_2,148.54,Running,None
2024-01-01 00:45:00,Machine_3,140.30,Idle,None
2024-01-01 00:45:00,Machine_4,138.93,Running,None
2024-01-01 00:45:00,Machine_5,186.68,Running,None
2024-01-01 00:45:00,Machine_6,192.96,Running,None
2024-01-01 00:45:00,Machine_7,146.32,Running,None
2024-01-01 00:45:00,Machine_8,109.61,Running,None
2024-01-01 00:45:00,Machine_9,113.59,Running,None
2024-01-01 00:45:00,Machine_10,180.09,Running,None
2024-01-01 01:00:00,Machine_1,168.92,Running,None
2024-01-01 01:00:00,Machine_2,127.07,Running,None
2024-01-01 01:00:00,Machine_3,122.93,Running,None
2024-01-01 01:00:00,Machine_4,150.86,Running,None
